25, 4, 9

E, 1, 2, 7

E, 1, 3, 7

E, 1, 4, 7

E, 1, 5, 2

E, 1, 6, 93

E, 1, 7, 7

E, 1, 8, 95

E, 1, 9, 96

E, 1, 17, 7

E, 1, 11, 7

E, 1, 12, 7

E, 1, 13, 7

E, 1, 14, 93

E, 1, 15, 99

E, 1, 16, 7

E, 1, 17, 7

E, 1, 18, 97

E, 1, 19, 3

E, 1, 27, 92

E, 1, 21, 97

E, 1, 22, 7

E, 1, 23, 97

E, 1, 24, 97

E, 1, 25, 7

E, 2, 1, 7

E, 2, 3, 92

E, 2, 4, 99

E, 2, 5, 96

E, 2, 6, 7

E, 2, 7, 94

E, 2, 8, 7

E, 2, 9, 7

E, 2, 17, 7

E, 2, 11, 7

E, 2, 12, 7

E, 2, 13, 7

E, 2, 14, 92

E, 2, 15, 4

E, 2, 16, 92

E, 2, 17, 3

E, 2, 18, 7

E, 2, 19, 7

E, 2, 27, 99

E, 2, 21, 7

E, 2, 22, 3

E, 2, 23, 92

E, 2, 24, 96

E, 2, 25, 94

E, 3, 1, 5

E, 3, 2, 96

E, 3, 4, 92

E, 3, 5, 96

E, 3, 6, 99

E, 3, 7, 7

E, 3, 8, 97

E, 3, 9, 5

E, 3, 17, 7

E, 3, 11, 7

E, 3, 12, 4

E, 3, 13, 98

E, 3, 14, 94

E, 3, 15, 5

E, 3, 16, 7

E, 3, 17, 93

E, 3, 18, 92

E, 3, 19, 7

E, 3, 27, 7

E, 3, 21, 92

E, 3, 22, 7

E, 3, 23, 7

E, 3, 24, 99

E, 3, 25, 92

E, 4, 1, 92

E, 4, 2, 7

E, 4, 3, 7

E, 4, 5, 95

E, 4, 6, 7

E, 4, 7, 7

E, 4, 8, 95

E, 4, 9, 7

E, 4, 17, 7

E, 4, 11, 94

E, 4, 12, 94

E, 4, 13, 7

E, 4, 14, 7

E, 4, 15, 7

E, 4, 16, 95

E, 4, 17, 98

E, 4, 18, 7

E, 4, 19, 7

E, 4, 27, 91

E, 4, 21, 91

E, 4, 22, 7

E, 4, 23, 92

E, 4, 24, 99

E, 4, 25, 4

E, 5, 1, 7

E, 5, 2, 99

E, 5, 3, 3

E, 5, 4, 7

E, 5, 6, 7

E, 5, 7, 4

E, 5, 8, 93

E, 5, 9, 91

E, 5, 17, 7

E, 5, 11, 7

E, 5, 12, 93

E, 5, 13, 7

E, 5, 14, 7

E, 5, 15, 7

E, 5, 16, 96

E, 5, 17, 92

E, 5, 18, 7

E, 5, 19, 92

E, 5, 27, 96

E, 5, 21, 7

E, 5, 22, 7

E, 5, 23, 7

E, 5, 24, 92

E, 5, 25, 7

E, 6, 1, 7

E, 6, 2, 7

E, 6, 3, 97

E, 6, 4, 94

E, 6, 5, 7

E, 6, 7, 7

E, 6, 8, 91

E, 6, 9, 94

E, 6, 17, 92

E, 6, 11, 7

E, 6, 12, 99

E, 6, 13, 7

E, 6, 14, 7

E, 6, 15, 99

E, 6, 16, 7

E, 6, 17, 91

E, 6, 18, 96

E, 6, 19, 7

E, 6, 27, 7

E, 6, 21, 7

E, 6, 22, 7

E, 6, 23, 7

E, 6, 24, 96

E, 6, 25, 99

E, 7, 1, 7

E, 7, 2, 99

E, 7, 3, 93

E, 7, 4, 7

E, 7, 5, 7

E, 7, 6, 7

E, 7, 8, 7

E, 7, 9, 7

E, 7, 17, 7

E, 7, 11, 97

E, 7, 12, 7

E, 7, 13, 7

E, 7, 14, 5

E, 7, 15, 7

E, 7, 16, 7

E, 7, 17, 95

E, 7, 18, 7

E, 7, 19, 94

E, 7, 27, 97

E, 7, 21, 91

E, 7, 22, 7

E, 7, 23, 7

E, 7, 24, 93

E, 7, 25, 7

E, 8, 1, 7

E, 8, 2, 7

E, 8, 3, 99

E, 8, 4, 7

E, 8, 5, 7

E, 8, 6, 7

E, 8, 7, 92

E, 8, 9, 93

E, 8, 17, 5

E, 8, 11, 7

E, 8, 12, 3

E, 8, 13, 7

E, 8, 14, 4

E, 8, 15, 7

E, 8, 16, 7

E, 8, 17, 4

E, 8, 18, 99

E, 8, 19, 7

E, 8, 27, 93

E, 8, 21, 97

E, 8, 22, 7

E, 8, 23, 98

E, 8, 23, 7

E, 8, 24, 4

E, 8, 25, 94

E, 9, 1, 97

E, 9, 2, 7

E, 9, 3, 7

E, 9, 4, 97

E, 9, 5, 97

E, 9, 6, 7

E, 9, 7, 7

E, 9, 8, 95

E, 9, 17, 7

E, 9, 11, 7

E, 9, 12, 99

E, 9, 13, 98

E, 9, 14, 94

E, 9, 15, 99

E, 9, 16, 7

E, 9, 17, 96

E, 9, 18, 7

E, 9, 19, 94

E, 9, 27, 7

E, 9, 21, 99

E, 9, 22, 7

E, 9, 23, 95

E, 9, 24, 7

E, 9, 25, 96

E, 17, 1, 94

E, 17, 2, 7

